level,x,y,ID,Verfasser,Seitenzahl,Leer,Anstreichung,Unterstreichung,Durchstreichung,SonstigeMarkierung,ZusatzMaterial,Anderes,Provenienz,Stempel,Kommentar,Bewertung,Textkorrektur,Variante,Uebersetzung,LeerTotal,AnstreichungTotal,UnterstreichungTotal,DurchstreichungTotal,SonstigeMarkierungTotal,ZusatzMaterialTotal,AnderesTotal,ProvenienzTotal,StempelTotal,KommentarTotal,BewertungTotal,TextkorrekturTotal,VarianteTotal,UebersetzungTotal,Bio
buch,-1.809797090431293,1.5496641338772361,"Q36,4","Goethe, Johann Wolfgang von",862,845,8,1,0,2,0,1,1,1,0,0,0,0,0,845,8,1,0,2,0,1,1,1,0,0,0,0,0,
buch,-1.4672994321262902,1.5132232809411885,"Q36,5","Goethe, Johann Wolfgang von",762,731,0,0,0,24,0,1,1,1,0,0,0,0,0,731,0,0,0,24,0,1,1,1,0,0,0,0,0,
buch,-1.2295087063128534,1.3829380142594225,"Q36,6","Goethe, Johann Wolfgang von",704,697,0,0,0,0,0,2,1,1,0,0,0,0,0,697,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,0.7299525450385662,0.8347713602907023,Q37,"Hamerling, Robert",204,192,1,0,0,1,0,4,1,1,0,0,0,0,0,192,1,0,0,1,0,4,1,1,0,0,0,0,0,
buch,-2.293256100703095,-6.25668276133744,Q38,"Hamerling, Robert",290,201,41,11,2,1,0,3,1,3,34,11,8,0,0,201,41,11,2,1,0,3,1,3,34,11,8,0,0,
buch,1.756863066613319,-4.458655172992404,Q39,"Heine, Heinrich",330,290,11,0,1,8,0,1,3,1,4,7,12,0,0,290,11,0,1,8,0,1,3,1,4,7,12,0,0,
buch,-1.25091431024749,1.235029736072204,"Q4,1","Fontane, Theodor",772,681,0,0,0,2,0,12,1,1,1,0,0,0,0,681,0,0,0,2,0,12,1,1,1,0,0,0,0,
buch,0.0203720912003364,0.821863454484725,"Q4,2","Fontane, Theodor",341,318,0,0,0,0,0,16,1,1,0,0,0,0,0,318,0,0,0,0,0,16,1,1,0,0,0,0,0,
buch,1.278789806082335,1.1747612083255965,Q40,"Hertz, Wilhelm ",72,66,0,0,0,0,0,2,1,2,0,0,0,0,0,66,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,-0.8067126778588197,-2.754755923815279,"Q41,1","Heyse, Paul",352,301,24,5,1,1,0,3,2,2,11,15,1,0,0,301,24,5,1,1,0,3,2,2,11,15,1,0,0,
buch,0.3414530430592902,1.173194361332143,"Q41,2","Heyse, Paul",316,312,0,0,0,0,0,2,1,2,0,0,0,0,0,312,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.28567847638615834,1.1814877036024216,"Q41,3","Heyse, Paul",334,329,0,0,0,0,0,2,1,2,0,0,0,0,0,329,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.18444587577609775,0.38752479015906494,"Q41,4","Heyse, Paul",420,411,0,0,0,0,0,4,2,2,0,0,0,0,0,411,0,0,0,0,0,4,2,2,0,0,0,0,0,
buch,0.07287649492727427,1.2298946320877076,"Q41,5","Heyse, Paul",404,393,0,0,0,0,0,2,1,2,0,0,0,0,0,393,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.019904490548404423,1.239574317928105,"Q41,7","Heyse, Paul",414,408,0,0,0,0,0,3,1,2,0,0,0,0,0,408,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,-2.5041214938466148,-1.5911139403041206,"Q42,1-4","Heyse, Paul",514,474,10,17,1,0,0,5,1,2,12,6,1,0,0,474,10,17,1,0,0,5,1,2,12,6,1,0,0,
buch,1.0301305195818011,1.1723442304872391,"Q42,11","Heyse, Paul",138,117,4,0,0,1,0,11,1,2,0,0,0,0,0,117,4,0,0,1,0,11,1,2,0,0,0,0,0,
buch,1.2908296701809234,-0.4636673938421189,Q43,"Heyse, Paul",236,217,1,0,0,1,0,15,3,2,0,0,0,0,0,217,1,0,0,1,0,15,3,2,0,0,0,0,0,
buch,-2.656737031490271,-4.891856172696396,Q44,"Heyse, Paul",392,279,60,16,2,5,0,58,4,1,22,10,0,0,0,279,60,16,2,5,0,58,4,1,22,10,0,0,0,
buch,-0.15703190071502632,0.2747576150693879,Q45,"Heyse, Paul",456,443,0,0,0,0,0,0,2,1,0,0,0,0,0,443,0,0,0,0,0,0,2,1,0,0,0,0,0,
buch,1.9586587673591602,7.447604559412221,Q46,"Heyse, Paul",398,347,0,0,0,0,0,8,1,10,0,0,0,0,0,347,0,0,0,0,0,8,1,10,0,0,0,0,0,
buch,1.2284927937545862,0.23898536485219352,Q47,"Heyse, Paul",118,110,0,0,0,0,0,2,2,2,1,0,0,0,0,110,0,0,0,0,0,2,2,2,1,0,0,0,0,
buch,-0.33343270321303237,-1.2417182368266557,Q48,"Hopfen, Hans",306,270,9,6,1,0,0,17,2,1,9,0,2,0,0,270,9,6,1,0,0,17,2,1,9,0,2,0,0,
buch,-4.913747939605664,-4.781840905811557,Q49,"Hopfen, Hans",576,426,86,14,1,1,0,90,2,2,21,21,2,0,0,426,86,14,1,1,0,90,2,2,21,21,2,0,0,
buch,-0.48301286569607743,2.475065783556188,"Q5,1,1","Fontane, Theodor",382,361,0,0,4,0,0,5,1,1,2,0,3,0,0,361,0,0,4,0,0,5,1,1,2,0,3,0,0,
buch,-0.5395246919087782,1.0556823102777675,"Q5,1,2","Fontane, Theodor",512,494,0,0,0,0,0,3,1,1,0,0,0,0,0,494,0,0,0,0,0,3,1,1,0,0,0,0,0,
buch,-0.3557056492367783,0.9786563612345396,"Q5,2,1","Fontane, Theodor",447,437,0,0,0,1,0,1,1,1,0,0,0,0,0,437,0,0,0,1,0,1,1,1,0,0,0,0,0,
buch,-0.9742483712586487,1.2395457091553543,"Q5,2,2","Lenau, Nikolaus",624,619,0,0,0,0,0,2,1,1,0,0,0,0,0,619,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,0.8137854036834717,0.32230361271373503,Q50,"Lenau, Nikolaus",244,235,0,0,0,0,0,3,2,2,0,0,0,0,0,235,0,0,0,0,0,3,2,2,0,0,0,0,0,
buch,0.5577820576812534,-1.3086420617419325,Q51,"Lenau, Nikolaus",374,363,0,5,0,2,0,2,3,2,2,2,3,0,0,363,0,5,0,2,0,2,3,2,2,2,3,0,0,
buch,0.9193830071582159,-0.46648967395032837,Q52,"Lenau, Nikolaus",386,372,1,0,0,2,0,4,3,2,0,0,0,0,0,372,1,0,0,2,0,4,3,2,0,0,0,0,0,
buch,0.4153958864433864,1.1627291777647608,Q53,"Lepel, Bernhard von",299,289,0,0,0,0,0,3,1,2,0,0,0,0,0,289,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,1.1697846342390654,-1.7247244151090164,Q54,"Lepel, Bernhard von",226,207,6,2,1,1,0,5,3,1,2,0,5,0,0,207,6,2,1,1,0,5,3,1,2,0,5,0,0,
buch,0.5915670345706711,-0.5267113595923832,Q55,[ohne Angabe],172,157,14,3,0,0,0,1,2,1,2,2,1,0,0,157,14,3,0,0,0,1,2,1,2,2,1,0,0,
buch,-12.72312564671714,7.856054635566369,Q56,"Pantenius, Theodor Hermann",458,414,16,3,0,4,0,1,2,1,22,1,1,0,9,414,16,3,0,4,0,1,2,1,22,1,1,0,9,
buch,-0.5787570476044985,0.566061433265453,Q57,"Pantenius, Theodor Hermann",564,558,0,0,0,0,0,3,2,2,0,0,0,0,0,558,0,0,0,0,0,3,2,2,0,0,0,0,0,
buch,-0.21706730041640718,0.1963122205808988,Q58,"Pietsch, Ludwig",456,444,0,0,0,1,0,7,2,1,2,0,0,0,0,444,0,0,0,1,0,7,2,1,2,0,0,0,0,
buch,0.08431267175986368,1.1513747774106977,Q59,"Fontane, Theodor",384,378,3,1,0,0,0,1,1,2,0,0,0,0,0,378,3,1,0,0,0,1,1,2,0,0,0,0,0,
buch,-0.21984290221966019,-0.14364014548822712,Q6,"Pietsch, Ludwig",442,426,0,0,2,2,0,0,2,1,0,0,1,0,0,426,0,0,2,2,0,0,2,1,0,0,1,0,0,
buch,-1.3846196058773321,-2.2716223965215128,Q60,"Platen, August von",262,170,44,16,0,2,0,12,2,2,1,0,0,0,0,170,44,16,0,2,0,12,2,2,1,0,0,0,0,
buch,-0.11402416649505827,-0.3366796107519307,"Q61,1","Platen, August von",364,308,17,0,0,0,0,32,2,1,0,0,0,0,0,308,17,0,0,0,0,32,2,1,0,0,0,0,0,
buch,0.15370773991585443,-0.1167013664764749,"Q61,2","Platen, August von",368,341,6,0,1,8,0,3,2,1,2,0,1,0,0,341,6,0,1,8,0,3,2,1,2,0,1,0,0,
buch,-0.1662644578039594,0.9948037352402433,"Q61,3","Platen, August von",388,378,0,0,0,0,1,2,1,1,0,0,0,0,0,378,0,0,0,0,1,2,1,1,0,0,0,0,0,
buch,-0.6429741580479608,0.507868210565217,"Q61,4","Platen, August von",428,410,10,2,0,1,0,2,1,1,0,0,2,0,0,410,10,2,0,1,0,2,1,1,0,0,2,0,0,
buch,0.8650733437519502,0.25001161898551333,Q62,"Roquette, Otto",283,218,0,0,0,6,0,0,2,2,1,0,0,0,0,218,0,0,0,6,0,0,2,2,1,0,0,0,0,
buch,0.7484976335898809,1.1576666039618053,Q63,"Roquette, Otto",200,197,0,0,0,0,0,2,1,2,0,0,0,0,0,197,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,-0.6380005354161774,-3.3934100136131407,Q64,"Roquette, Otto",208,169,21,5,0,5,0,2,2,1,10,19,0,0,0,169,21,5,0,5,0,2,2,1,10,19,0,0,0,
buch,1.6003065722942995,-0.8782801459812472,Q65,"Schiller, Friedrich von",168,156,2,0,2,2,0,3,3,2,0,0,2,0,0,156,2,0,2,2,0,3,3,2,0,0,2,0,0,
buch,-3.872824904680015,-2.192782172098103,"Q66,3-4","Schiller, Friedrich von",860,707,62,17,0,40,0,10,2,2,15,0,1,0,0,707,62,17,0,40,0,10,2,2,15,0,1,0,0,
buch,-3.285255690759236,-2.53430504144417,"Q66,5-6","Schiller, Friedrich von",956,812,41,15,0,37,0,51,4,2,5,3,1,0,0,812,41,15,0,37,0,51,4,2,5,3,1,0,0,
buch,-2.7448343596364744,1.2453209107829655,"Q66,7-8","Schiller, Friedrich von",816,713,0,0,0,0,0,83,2,2,1,0,0,0,0,713,0,0,0,0,0,83,2,2,1,0,0,0,0,
buch,1.537719379397243,3.1019190065000557,"Q67,1","Storm, Theodor",264,253,0,0,0,0,0,3,1,5,0,0,0,0,0,253,0,0,0,0,0,3,1,5,0,0,0,0,0,
buch,0.8895160527035318,0.311039229055348,"Q67,2","Storm, Theodor",220,211,0,0,0,0,0,6,2,2,0,0,0,0,0,211,0,0,0,0,0,6,2,2,0,0,0,0,0,
buch,0.6180136652156784,1.1622237316580766,"Q67,3","Storm, Theodor",242,232,0,0,0,0,0,4,1,2,0,0,0,0,0,232,0,0,0,0,0,4,1,2,0,0,0,0,0,
buch,0.5144629923097204,1.1592064955837171,"Q67,5","Storm, Theodor",272,259,0,0,0,0,0,4,1,2,0,0,0,0,0,259,0,0,0,0,0,4,1,2,0,0,0,0,0,
buch,0.8159076234793379,0.13070383183528367,"Q67,6","Storm, Theodor",222,209,7,1,0,0,0,1,2,2,0,1,0,0,0,209,7,1,0,0,0,1,2,2,0,1,0,0,0,
buch,0.615489868996178,1.1638557136859449,"Q67,8","Storm, Theodor",240,233,0,0,0,0,0,3,1,2,0,0,0,0,0,233,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,0.5589959051089423,0.8230902357707688,"Q67,9","Storm, Theodor",230,224,0,0,0,0,0,3,1,1,0,0,0,0,0,224,0,0,0,0,0,3,1,1,0,0,0,0,0,
buch,0.39464171431504785,0.813747743556538,Q68,"Trojan, Johannes",264,259,0,0,0,0,1,1,1,1,1,0,0,0,0,259,0,0,0,0,1,1,1,1,1,0,0,0,0,
buch,1.5222323418190027,0.4649983512612057,Q69,"Fontane, Theodor",223,217,0,0,0,0,2,2,2,2,1,0,0,0,0,217,0,0,0,0,2,2,2,2,1,0,0,0,0,
buch,1.6853875857866156,0.12239633989815024,Q7,"Trojan, Johannes",48,32,0,0,0,0,1,3,2,1,1,0,0,0,0,32,0,0,0,0,1,3,2,1,1,0,0,0,0,
buch,0.8391789453390184,0.3183155719366784,Q70,[ohne Angabe],252,226,0,0,0,0,0,5,2,2,0,0,0,0,0,226,0,0,0,0,0,5,2,2,0,0,0,0,0,
buch,1.252546791799709,0.8355901793120886,Q71,[ohne Angabe],88,86,0,0,0,0,0,1,1,1,2,0,0,0,0,86,0,0,0,0,0,1,1,1,2,0,0,0,0,
buch,1.3945456081915626,0.8714739327340579,Q72,[ohne Angabe],56,54,0,0,0,0,0,1,1,1,1,0,0,0,0,54,0,0,0,0,0,1,1,1,1,0,0,0,0,
buch,-0.3461849661707768,0.11873166947429763,Q73,"Vilmar, A[ugust] F[riedrich] C[hristian] ",488,461,0,2,0,12,0,6,2,1,1,0,0,0,0,461,0,2,0,12,0,6,2,1,1,0,0,0,0,
buch,4.033071655013782,5.085052463374526,Q74,"Wichmann, Herman ",348,302,1,0,0,0,8,24,1,6,8,0,2,0,0,302,1,0,0,0,8,24,1,6,8,0,2,0,0,
buch,-0.6436794689977483,0.2487401775844338,Q75,"Wilbrandt, Adolf",384,328,16,0,0,0,1,21,1,1,2,2,0,0,0,328,16,0,0,0,1,21,1,1,2,2,0,0,0,
buch,-6.51039136019863,-2.5611207173337367,Q76,"Immermann, Karl",812,584,40,13,0,4,0,137,1,2,14,26,1,0,0,584,40,13,0,4,0,137,1,2,14,26,1,0,0,
buch,0.2083147381001238,0.8342164500767488,Q77,"Wegner, Bertha",294,291,0,0,0,0,0,1,1,1,0,0,0,0,0,291,0,0,0,0,0,1,1,1,0,0,0,0,0,
buch,0.6028527827411756,1.1250651822163225,Q78,"Fontane, Theodor",243,235,0,0,0,0,0,1,1,2,1,0,0,0,0,235,0,0,0,0,0,1,1,2,1,0,0,0,0,
buch,0.7553252045320918,0.856881784527293,Q79,"Fontane, Theodor",217,190,0,0,0,0,0,14,1,1,0,0,0,0,0,190,0,0,0,0,0,14,1,1,0,0,0,0,0,
buch,0.0001329047298344008,-1.0015238117826006,Q8,"Lübke, Wilhelm",486,464,0,1,1,1,0,12,3,1,5,0,1,0,0,464,0,1,1,1,0,12,3,1,5,0,1,0,0,
buch,-0.9815678607115261,1.6228748997372804,Q80,"Lübke, Wilhelm",776,674,0,0,0,0,0,9,1,2,0,0,0,0,0,674,0,0,0,0,0,9,1,2,0,0,0,0,0,
buch,-3.2358471940408258,2.537096055846265,Q81,[ohne Angabe],1343,1250,3,1,0,3,0,20,1,1,0,0,0,0,0,1250,3,1,0,3,0,20,1,1,0,0,0,0,0,
buch,-1.571564900339661,-0.754761495009534,Q82,"Ritter, Benjamin",676,648,0,0,0,1,0,4,3,2,11,0,1,0,0,648,0,0,0,1,0,4,3,2,11,0,1,0,0,
buch,-1.0020177388083467,1.0589313947417818,"Q83,1","Ritter, Benjamin",645,600,0,0,0,2,0,11,1,1,2,0,0,0,0,600,0,0,0,2,0,11,1,1,2,0,0,0,0,
buch,-2.0225528291299097,1.7458480097936322,"Q83,2","Sachs, Karl",920,910,1,0,1,0,0,5,1,1,1,0,1,0,0,910,1,0,1,0,0,5,1,1,1,0,1,0,0,
buch,-0.13083512589737287,0.8498498850513341,"Q84,Suppl.","Sachs, Karl",376,369,0,0,0,0,0,3,1,1,1,0,0,0,0,369,0,0,0,0,0,3,1,1,1,0,0,0,0,
buch,-6.162381274842487,3.332267511326269,Q84,"Sachs, Karl",1674,1374,0,0,0,2,0,165,1,2,0,0,0,0,0,1374,0,0,0,2,0,165,1,2,0,0,0,0,0,
buch,-0.6602555078756488,0.7591886319766175,"Q85,1","Zedlitz-Neukirch, Leopold von",498,466,3,4,0,2,0,4,1,1,0,0,0,0,0,466,3,4,0,2,0,4,1,1,0,0,0,0,0,
buch,-0.6076768383976856,1.0785329894142803,"Q85,2","Zedlitz-Neukirch, Leopold von",520,514,0,0,0,0,0,4,1,1,0,0,0,0,0,514,0,0,0,0,0,4,1,1,0,0,0,0,0,
buch,-0.6652121322692817,0.9863137758064444,"Q85,3","Zedlitz-Neukirch, Leopold von",524,516,4,1,0,0,0,2,1,1,0,0,0,0,0,516,4,1,0,0,0,2,1,1,0,0,0,0,0,
buch,-0.6317789673751625,0.9236462909868229,"Q85,4","Zedlitz-Neukirch, Leopold von",498,492,1,0,1,2,0,1,1,1,0,0,1,0,0,492,1,0,1,2,0,1,1,1,0,0,1,0,0,
buch,-1.1489181945188618,1.341171443839057,"Q85,5","Zedlitz-Neukirch, Leopold von",676,673,0,0,0,0,0,1,1,1,0,0,0,0,0,673,0,0,0,0,0,1,1,1,0,0,0,0,0,
buch,1.613799512625515,0.05799936118842318,Q86,[ohne Angabe],28,22,0,0,0,0,0,0,2,1,0,0,0,0,0,22,0,0,0,0,0,0,2,1,0,0,0,0,0,
buch,0.07589250060347531,0.220964805590101,Q87(1854),[ohne Angabe],388,383,0,0,0,1,0,1,2,1,0,0,0,0,0,383,0,0,0,1,0,1,2,1,0,0,0,0,0,
buch,1.1928125206130196,0.7719359205518249,Q87(1857),[ohne Angabe],108,104,0,1,0,0,0,2,1,1,0,0,1,0,0,104,0,1,0,0,0,2,1,1,0,0,1,0,0,
buch,1.165580704800831,0.9078250228476699,Q88(1858),[ohne Angabe],108,102,0,0,0,0,0,3,1,1,0,0,0,0,0,102,0,0,0,0,0,3,1,1,0,0,0,0,0,
buch,1.3102405928396605,0.7729372412804896,Q88(1859),[ohne Angabe],108,106,0,0,1,0,0,1,1,1,0,0,1,0,0,106,0,0,1,0,0,1,1,1,0,0,1,0,0,
buch,1.165375305490335,0.9095175104345936,Q88(1860),[ohne Angabe],106,103,0,0,0,0,0,2,1,1,0,0,0,0,0,103,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,-0.050819993562823185,1.2642106799497208,Q89,[ohne Angabe],432,428,0,0,0,0,0,2,1,2,0,0,0,0,0,428,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.5399070004862843,-0.7821617768496868,"Q9,1-2","Fontane, Theodor",402,340,0,3,0,2,0,2,3,1,1,0,0,0,0,340,0,3,0,2,0,2,3,1,1,0,0,0,0,
buch,-0.1281622344541036,-0.6342567909952043,"Q9,3-4","Fontane, Theodor",548,505,0,0,0,0,0,1,3,1,0,0,0,0,0,505,0,0,0,0,0,1,3,1,0,0,0,0,0,
buch,1.7978503978739326,3.7937451696122326,Q90,[ohne Angabe],444,417,1,1,0,3,0,12,2,6,1,0,0,0,0,417,1,1,0,3,0,12,2,6,1,0,0,0,0,
buch,0.5786381149631551,1.0980172369001997,Q91,[ohne Angabe],260,247,0,0,1,1,0,4,1,2,1,0,0,0,0,247,0,0,1,1,0,4,1,2,1,0,0,0,0,
buch,0.6185031844906668,1.0019841096978397,Q92,[ohne Angabe],246,234,1,1,1,0,0,2,1,2,2,0,0,0,0,234,1,1,1,0,0,2,1,2,2,0,0,0,0,
buch,0.7331379567428469,0.23494344300537753,Q93,"Bodenstedt, Friedrich ",270,260,0,0,1,0,0,3,2,2,0,0,0,0,0,260,0,0,1,0,0,3,2,2,0,0,0,0,0,
buch,0.9065705536865563,-0.8297285713234248,Q94,"Spielhagen, Friedrich",276,228,0,2,0,9,0,7,3,1,3,0,0,0,0,228,0,2,0,9,0,7,3,1,3,0,0,0,0,
buch,0.8144176172892647,2.5165058053670357,Q95,"Fontane, Theodor",336,325,0,0,0,0,0,4,1,4,0,0,0,0,0,325,0,0,0,0,0,4,1,4,0,0,0,0,0,
buch,1.7613059983355206,-0.699794433366919,Q97,"Riedel, A.F. ",24,20,0,1,0,0,0,2,3,1,1,0,0,0,0,20,0,1,0,0,0,2,3,1,1,0,0,0,0,
buch,8.076641320150019,-12.746807661292369,Q98,"Scherenberg, Christian Friedrich",248,215,3,11,23,4,0,4,3,1,0,0,24,0,0,215,3,11,23,4,0,4,3,1,0,0,24,0,0,
buch,0.9911991597278014,-1.1158050178252976,Q99,"Scherenberg, Christian Friedrich",296,276,8,1,0,0,0,1,3,1,0,0,3,0,0,276,8,1,0,0,0,1,3,1,0,0,3,0,0,
buch,2.634650407047771,-2.3307623733421403,"VI,12(Andr.)","Stempel, Max",124,110,7,0,1,0,0,0,5,3,1,4,2,0,0,110,7,0,1,0,0,0,5,3,1,4,2,0,0,
